	name_surname	comment_text	time
638	Alexander Dragovich	Strong	2019-04-23 23:18:17
639	Kirill Vasilyev	Satisfaction	2019-04-24 00:40:20
640	Kirill Vasilyev	Street	2019-04-24 00:40:27
641	Kirill Vasilyev	Stamina	2019-04-24 00:40:43
642	Kirill Vasilyev	Sword	2019-04-24 00:40:57
643	Kirill Vasilyev	Steel	2019-04-24 00:41:02
644	Kirill Vasilyev	Spider	2019-04-24 00:41:07
645	Kirill Vasilyev	Silk	2019-04-24 00:41:14
646	Kirill Vasilyev	Skill	2019-04-24 00:41:17
647	Kirill Vasilyev	Soul	2019-04-24 00:41:22
648	Kirill Vasilyev	South	2019-04-24 00:41:27
649	Kirill Vasilyev	Seal	2019-04-24 00:41:43
650	Kirill Vasilyev	Sun	2019-04-24 00:41:53
651	Kirill Vasilyev	Sex	2019-04-24 00:41:59
652	Kirill Vasilyev	Strike	2019-04-24 00:42:06
653	Kirill Vasilyev	Strength	2019-04-24 00:42:17
654	Kirill Vasilyev	Sacrament	2019-04-24 00:43:28
655	Kirill Vasilyev	Solution	2019-04-24 00:43:35
656	Kirill Vasilyev	Situation	2019-04-24 00:43:41
657	Kirill Vasilyev	Storyteller	2019-04-24 00:44:09
658	Kirill Vasilyev	Start	2019-04-24 00:44:14
659	Kirill Vasilyev	Stomach	2019-04-24 00:44:20
660	Kirill Vasilyev	Stranger	2019-04-24 00:44:33
661	Kirill Vasilyev	Sweet	2019-04-24 00:44:43
662	Kirill Vasilyev	Surreality	2019-04-24 00:45:01
663	Kirill Vasilyev	Subway	2019-04-24 00:45:07
664	Kirill Vasilyev	Submitting	2019-04-24 00:45:37
665	Kirill Vasilyev	Steroid	2019-04-24 00:45:47
666	Kirill Vasilyev	Shop	2019-04-24 00:46:06
667	Kirill Vasilyev	Shipping	2019-04-24 00:46:11
668	Anastasia Khudasova	Sketch	2019-04-24 00:46:12
669	Anastasia Khudasova	Slap	2019-04-24 00:46:30
670	Kirill Vasilyev	Squeezer	2019-04-24 00:46:53
671	Anastasia Khudasova	Snug	2019-04-24 00:46:57
672	Kirill Vasilyev	Space	2019-04-24 00:47:13
673	Anastasia Khudasova	Species	2019-04-24 00:47:23
674	Kirill Vasilyev	Sock	2019-04-24 00:47:40
675	Anastasia Khudasova	Spotless	2019-04-24 00:47:44
676	Kirill Vasilyev	Science	2019-04-24 00:48:02
677	Anastasia Khudasova	Stealthy	2019-04-24 00:48:05
678	Anastasia Khudasova	Strained	2019-04-24 00:48:23
679	Kirill Vasilyev	Shock	2019-04-24 00:48:26
680	Anastasia Khudasova	Sublime	2019-04-24 00:48:43
681	Maria Taskina	Sun	2019-04-24 00:48:51
682	Maria Taskina	Soul	2019-04-24 00:49:02
683	Maria Taskina	Skin	2019-04-24 00:49:06
684	Maria Taskina	Screen	2019-04-24 00:49:08
685	Anastasia Khudasova	Summon	2019-04-24 00:49:17
686	Maria Taskina	Surrender	2019-04-24 00:50:00
687	Maria Taskina	Strong	2019-04-24 00:50:05
688	Maria Taskina	Salt	2019-04-24 00:50:13
689	Maria Taskina	Silver	2019-04-24 00:50:18
690	Maria Taskina	Story	2019-04-24 00:50:22
691	Maria Taskina	Siblings	2019-04-24 00:50:31
692	Maria Taskina	Sister	2019-04-24 00:50:35
693	Maria Taskina	Son	2019-04-24 00:50:39
694	Anastasia Khudasova	Syllable	2019-04-24 00:51:09
695	Maria Taskina	Sleep	2019-04-24 00:51:17
696	Anastasia Khudasova	Suspended	2019-04-24 00:51:32
697	Maria Taskina	Smart	2019-04-24 00:51:41
698	Anastasia Khudasova	Suppressed	2019-04-24 00:51:47
699	Maria Taskina	Sort	2019-04-24 00:52:04
700	Maria Taskina	Sort	2019-04-24 00:52:04
701	Maria Taskina	Sport	2019-04-24 00:52:08
702	Anastasia Khudasova	Suggestion	2019-04-24 00:52:10
703	Maria Taskina	Special	2019-04-24 00:52:12
704	Maria Taskina	Slowly	2019-04-24 00:52:28
705	Maria Taskina	Super	2019-04-24 00:52:32
706	Maria Taskina	Sexy	2019-04-24 00:52:39
707	Maria Taskina	Something	2019-04-24 00:52:44
708	Maria Taskina	Sock	2019-04-24 00:53:46
709	Maria Taskina	Soccer	2019-04-24 00:53:53
710	Maria Taskina	Swim	2019-04-24 00:54:06
711	Maria Taskina	Stand	2019-04-24 00:54:17
712	Maria Taskina	Save	2019-04-24 00:54:28
713	Maria Taskina	Screenshot	2019-04-24 00:54:37
714	Maria Taskina	Scream	2019-04-24 00:54:42
715	Maria Taskina	Shrimp	2019-04-24 00:57:25
716	Maria Taskina	School	2019-04-24 00:57:37
717	Maria Taskina	Shoe	2019-04-24 00:57:41
718	Maria Taskina	Shirt	2019-04-24 00:58:04
719	Maria Taskina	Skip	2019-04-24 00:58:16
720	Maria Taskina	Sky	2019-04-24 00:58:26
721	Maria Taskina	Skiing	2019-04-24 00:58:45
722	Maria Taskina	Sound	2019-04-24 00:58:54
723	Maria Taskina	South	2019-04-24 00:59:02
724	Maria Taskina	Share	2019-04-24 01:00:14
725	Maria Taskina	Shampoo	2019-04-24 01:00:23
726	Maria Taskina	Smash	2019-04-24 01:00:27
727	Maria Taskina	Slash	2019-04-24 01:00:33
728	Yulia Gamirova	Successful	2019-04-24 04:04:10
729	Ruslan Li	Suspicious	2019-04-24 04:51:34
730	Ruslan Li	Surrender	2019-04-24 04:51:44
731	Ruslan Li	Siblings	2019-04-24 04:52:01
732	Armen Davtyan	Soda	2019-04-24 05:12:21
733	Armen Davtyan	Sail	2019-04-24 05:12:26
734	Armen Davtyan	Sailor	2019-04-24 05:12:30
735	Armen Davtyan	Seek	2019-04-24 05:12:35
736	Armen Davtyan	Seven	2019-04-24 05:12:44
737	Armen Davtyan	Serenity	2019-04-24 05:12:49
738	Armen Davtyan	Set	2019-04-24 05:12:53
739	Abdul Makhkamov	Soil	2019-04-24 05:22:33
740	Veranika Kundakchyan	souce	2019-04-24 05:23:23
741	Veranika Kundakchyan	Sale	2019-04-24 05:25:44
742	Veranika Kundakchyan	Supper	2019-04-24 05:26:06
743	Veranika Kundakchyan	super	2019-04-24 05:27:00
744	Veranika Kundakchyan	supernatural	2019-04-24 05:27:27
745	Veranika Kundakchyan	study	2019-04-24 05:28:43
746	Veranika Kundakchyan	schedule	2019-04-24 05:31:51
747	Anastasia Zazerskaya	Surface	2019-04-24 05:57:27
748	Anastasia Zazerskaya	Slice	2019-04-24 05:57:36
749	Anastasia Zazerskaya	Surrounding	2019-04-24 05:57:44
750	Marina S-Kaya	Sentiment	2019-04-24 06:02:05
751	Marina S-Kaya	Superfood	2019-04-24 06:02:29
752	Marina S-Kaya	Salubrity	2019-04-24 06:03:39
753	Marina S-Kaya	Subjective	2019-04-24 06:04:24
754	Natalya Samigulina	Sunbathe	2019-04-24 06:24:40
755	Arkhat Gubaydullin	Sunday	2019-04-24 06:34:56
756	Arkhat Gubaydullin	Sound	2019-04-24 06:35:00
757	Arkhat Gubaydullin	She	2019-04-24 06:35:05
758	Arkhat Gubaydullin	Sometimes	2019-04-24 06:35:12
759	Arkhat Gubaydullin	Sorry	2019-04-24 06:35:17
760	Arkhat Gubaydullin	Short	2019-04-24 06:35:26
761	Arkhat Gubaydullin	Said	2019-04-24 06:35:35
762	Arkhat Gubaydullin	Square	2019-04-24 06:35:45
763	Arkhat Gubaydullin	Sweet	2019-04-24 06:35:48
764	Arkhat Gubaydullin	See	2019-04-24 06:35:53
765	Arkhat Gubaydullin	Soon	2019-04-24 06:35:59
766	Arkhat Gubaydullin	Steal	2019-04-24 06:36:12
767	Arkhat Gubaydullin	Style	2019-04-24 06:36:20
768	Arkhat Gubaydullin	Spring	2019-04-24 06:36:30
769	Arkhat Gubaydullin	Special	2019-04-24 06:36:35
770	Arkhat Gubaydullin	Speak	2019-04-24 06:36:41
771	Arkhat Gubaydullin	Science	2019-04-24 06:36:52
772	Arkhat Gubaydullin	School	2019-04-24 06:36:57
773	Rina Karpova	sewage	2019-04-24 08:27:43
774	Marina S-Kaya	Stance	2019-04-24 08:51:26
775	Marina S-Kaya	Spite	2019-04-24 08:53:36
776	Marina S-Kaya	Sponsion	2019-04-24 08:54:03
777	Marina S-Kaya	Socmanry	2019-04-24 08:54:41
778	Marina S-Kaya	Submortgage	2019-04-24 08:55:39
779	Marina S-Kaya	Surrejoinder	2019-04-24 08:56:15
780	Ariana Askerova	ребят,кто разбирается в эквивалентах? нужна помощь	2019-04-24 09:53:48
781	Irina Tomilova	Sister	2019-04-24 12:32:31
782	Adam Shakh	Встаем на рельсы ;)	2019-04-24 12:58:30
783	Alexey Kuzmin	swindlers	2019-04-24 13:03:45
784	Armen Davtyan	sizzles	2019-04-24 14:25:40
785	Armen Davtyan	schmalz	2019-04-24 14:25:45
786	Armen Davtyan	squiffy	2019-04-24 14:25:53
787	Armen Davtyan	sax	2019-04-24 14:26:03
788	Armen Davtyan	sox	2019-04-24 14:26:07
789	Armen Davtyan	ski	2019-04-24 14:26:12
790	Armen Davtyan	sum	2019-04-24 14:26:15
791	Armen Davtyan	sip	2019-04-24 14:26:20
792	Armen Davtyan	skip	2019-04-24 14:26:36
793	Armen Davtyan	skim	2019-04-24 14:26:41
794	Armen Davtyan	sick	2019-04-24 14:26:44
795	Armen Davtyan	sext	2019-04-24 14:26:47
796	Armen Davtyan	squirm	2019-04-24 14:27:01
797	Armen Davtyan	squush	2019-04-24 14:27:05
798	Armen Davtyan	speltz	2019-04-24 14:27:10
799	Armen Davtyan	salat	2019-04-24 14:27:29
800	Armen Davtyan	sick	2019-04-24 14:26:44
801	Armen Davtyan	sext	2019-04-24 14:26:47
802	Armen Davtyan	squirm	2019-04-24 14:27:01
803	Armen Davtyan	squush	2019-04-24 14:27:05
804	Armen Davtyan	speltz	2019-04-24 14:27:10
805	Armen Davtyan	salat	2019-04-24 14:27:29
806	Armen Davtyan	spoon	2019-04-24 14:27:36
807	Armen Davtyan	sale	2019-04-24 14:28:14
808	Anastasia Borzykh	Summer	2019-04-24 15:36:17
809	Andrey Zhirenkov	Оооо	2019-04-25 10:26:32
810	Andrey Zhirenkov	Итоги когда?	2019-04-25 10:26:42
811	Varvara Indyukova	sun	2019-04-25 15:54:06
812	Varvara Indyukova	Satuday	2019-04-25 15:56:01
813	Varvara Indyukova	said	2019-04-25 15:56:10
814	Varvara Indyukova	sauce	2019-04-25 15:56:26
815	Varvara Indyukova	see	2019-04-25 15:56:38
816	Varvara Indyukova	school [	2019-04-25 15:56:55
817	Varvara Indyukova	science	2019-04-25 15:57:22
818	Varvara Indyukova	second	2019-04-25 15:57:40
819	Varvara Indyukova	seem	2019-04-25 15:57:52
820	Varvara Indyukova	short	2019-04-25 15:58:12
821	Varvara Indyukova	side	2019-04-25 15:58:35
822	Varvara Indyukova	sir	2019-04-25 15:58:39
823	Varvara Indyukova	sketchbook	2019-04-25 15:58:59
824	Varvara Indyukova	smell	2019-04-25 15:59:12
825	Varvara Indyukova	small	2019-04-25 15:59:24
826	Polina Nazarenko	Swype	2019-04-25 17:20:25
827	Polina Nazarenko	Sadness	2019-04-25 17:20:47
828	Polina Nazarenko	Sun	2019-04-25 17:20:58
829	Polina Nazarenko	Sound	2019-04-25 17:21:46
830	Polina Nazarenko	Summer	2019-04-25 17:22:00
831	Polina Nazarenko	See	2019-04-25 17:22:09
832	Polina Nazarenko	Soon	2019-04-25 17:22:19
833	Polina Nazarenko	Sausage	2019-04-25 17:22:44
834	Polina Nazarenko	Say	2019-04-25 17:22:52
835	Polina Nazarenko	Shirt	2019-04-25 17:24:00
836	Polina Nazarenko	Save	2019-04-25 17:24:17
837	Polina Nazarenko	Semolina	2019-04-25 17:24:37
838	Polina Nazarenko	Socks	2019-04-25 17:25:14
839	Polina Nazarenko	Sale	2019-04-25 17:27:34
840	Vladislav Mamenko	Service	2019-04-25 17:30:13
841	Vladislav Mamenko	Street	2019-04-25 17:30:18
842	Vladislav Mamenko	Sore	2019-04-25 17:30:44
843	Vladislav Mamenko	Set	2019-04-25 17:30:53
844	Vladislav Mamenko	Stone	2019-04-25 17:31:04
845	Vladislav Mamenko	Song	2019-04-25 17:31:19
846	Vladislav Mamenko	Swallow	2019-04-25 17:31:42
847	Vladislav Mamenko	Swollen	2019-04-25 17:31:47
848	Vladislav Mamenko	Sink	2019-04-25 17:32:01
849	Vladislav Mamenko	Stars	2019-04-25 17:32:16
850	Vladislav Mamenko	Starring	2019-04-25 17:32:20
851	Vladislav Mamenko	Store	2019-04-25 17:32:25
852	Vladislav Mamenko	Stereotype	2019-04-25 17:32:43
853	Vladislav Mamenko	Shoes	2019-04-25 17:32:49
854	Vladislav Mamenko	Sure	2019-04-25 17:33:00
855	Vladislav Mamenko	Sum	2019-04-25 17:33:06
856	Vladislav Mamenko	Summer	2019-04-25 17:33:12
857	Vladislav Mamenko	Summary	2019-04-25 17:33:15
858	Vladislav Mamenko	Stolen	2019-04-25 17:33:27
859	Vladislav Mamenko	Setting	2019-04-25 17:33:52
860	Vladislav Mamenko	Salmon	2019-04-25 17:34:44
861	Vladislav Mamenko	Salmonella	2019-04-25 17:34:49
862	Vladislav Mamenko	Servant	2019-04-25 17:35:02
863	Vladislav Mamenko	Seed	2019-04-25 17:35:17
864	Vladislav Mamenko	Sovereign	2019-04-25 17:35:30
865	Vladislav Mamenko	Sedate	2019-04-25 17:36:17
866	Vladislav Mamenko	Stoned	2019-04-25 17:36:28
867	Vladislav Mamenko	Swan	2019-04-25 17:36:51
868	Vladislav Mamenko	Sinus	2019-04-25 17:37:29
869	Vladislav Mamenko	Shut	2019-04-25 17:38:04
870	Vladislav Mamenko	Shuttle	2019-04-25 17:38:13
871	Vladislav Mamenko	Sarah	2019-04-25 17:38:50
872	Vladislav Mamenko	Salty	2019-04-25 17:39:01
873	Vladislav Mamenko	Salary	2019-04-25 17:39:04
874	Vladislav Mamenko	Salad	2019-04-25 17:39:07
875	Vladislav Mamenko	Shall	2019-04-25 17:39:15
876	Vladislav Mamenko	Score	2019-04-25 17:39:21
877	Vladislav Mamenko	Shy	2019-04-25 17:39:38
878	Vladislav Mamenko	Should	2019-04-25 17:39:48
879	Vladislav Mamenko	Soak	2019-04-25 17:40:20
880	Vladislav Mamenko	Soap	2019-04-25 17:40:25
881	Vladislav Mamenko	Seeking	2019-04-25 17:40:30
882	Vladislav Mamenko	Sand	2019-04-25 17:40:42
883	Vladislav Mamenko	Sandy	2019-04-25 17:40:46
884	Vladislav Mamenko	Surprise	2019-04-25 17:41:05
885	Vladislav Mamenko	Stand	2019-04-25 17:41:10
886	Vladislav Mamenko	Scatter	2019-04-25 17:41:22
887	Vladislav Mamenko	Spatter	2019-04-25 17:41:26
888	Vladislav Mamenko	Surface	2019-04-25 17:41:59
889	Vladislav Mamenko	Scar	2019-04-25 17:42:26
890	Vladislav Mamenko	Spot	2019-04-25 17:43:15
891	Vladislav Mamenko	Stop	2019-04-25 17:43:18
892	Vladislav Mamenko	Spotless	2019-04-25 17:43:21
893	Vladislav Mamenko	Sometimes	2019-04-25 17:43:33
894	Vladislav Mamenko	Something	2019-04-25 17:44:02
895	Vladislav Mamenko	Some	2019-04-25 17:44:09
896	Vladislav Mamenko	Stab	2019-04-25 17:44:21
897	Vladislav Mamenko	Second	2019-04-25 17:44:46
898	Vladislav Mamenko	Shed	2019-04-25 17:45:24
899	Vladislav Mamenko	Shred	2019-04-25 17:45:29
900	Vladislav Mamenko	Something	2019-04-25 17:44:02
901	Vladislav Mamenko	Some	2019-04-25 17:44:09
902	Vladislav Mamenko	Stab	2019-04-25 17:44:21
903	Vladislav Mamenko	Second	2019-04-25 17:44:46
904	Vladislav Mamenko	Shed	2019-04-25 17:45:24
905	Vladislav Mamenko	Shred	2019-04-25 17:45:29
906	Vladislav Mamenko	Starve	2019-04-25 17:46:02
907	Vladislav Mamenko	Stuck	2019-04-25 17:46:06
908	Vladislav Mamenko	Spoon	2019-04-25 17:46:28
909	Vladislav Mamenko	Squeeze	2019-04-25 17:46:31
910	Vladislav Mamenko	Spite	2019-04-25 17:46:47
911	Vladislav Mamenko	Spike	2019-04-25 17:46:58
912	Vladislav Mamenko	Spicy	2019-04-25 17:47:06
913	Polina Nazarenko	Surf	2019-04-25 18:15:39
914	Polina Nazarenko	Sugar	2019-04-25 18:16:18
915	Polina Nazarenko	Scarf	2019-04-25 18:16:30
916	Alexey Grachev	Не знаю, пользуюсь Английским давно в этом сайте Puzzle English ,мастерство так и прет шучу нравится то что можно пробовать бесплатно да и регистрация простая )) Так что всем успехов!ccылка https://ad.admitad.com/g/0abba212ff9ede07e1181ac5a4392d/	2019-04-25 18:24:27
917	Tatyana Mikhaylovskaya	Science	2019-04-25 19:37:09
918	Masha Zubkova	Scare	2019-04-26 00:46:42
919	Masha Zubkova	Size	2019-04-26 00:46:47
920	Masha Zubkova	Summarise	2019-04-26 00:47:06
921	Masha Zubkova	Sweat	2019-04-26 00:47:35
922	Masha Zubkova	Steam	2019-04-26 00:47:41
923	Masha Zubkova	Sweet	2019-04-26 00:47:58
924	Masha Zubkova	Sunshine	2019-04-26 00:48:18
925	Masha Zubkova	Suit	2019-04-26 00:51:23
926	Masha Zubkova	Swing	2019-04-26 00:51:37
927	Masha Zubkova	Supper	2019-04-26 00:51:56
928	Masha Zubkova	Site	2019-04-26 00:52:08
929	Masha Zubkova	Sour	2019-04-26 00:52:26
930	Masha Zubkova	Slim	2019-04-26 00:52:42
931	Masha Zubkova	Snack	2019-04-26 00:52:49
932	Masha Zubkova	Still	2019-04-26 00:53:09
933	Masha Zubkova	Steel	2019-04-26 00:53:13
934	Masha Zubkova	Stare	2019-04-26 00:55:29
935	Masha Zubkova	Success	2019-04-26 00:55:36
936	Masha Zubkova	Sound	2019-04-26 00:55:43
937	Masha Zubkova	Stone	2019-04-26 00:57:00
938	Masha Zubkova	Scissors	2019-04-26 00:57:11
939	Rodion Biktimirov	В интернете не могу нигде найти текст, некоторые слова не разбираю, может кто помочь составить его? Кому уж совсем нечем заняться, да или просто хотя бы найти его. Спасибо.	2019-04-26 01:01:09
940	Lyosha Mironov	Что происходит с linualeo? Сайт не доступен😰	2019-04-26 05:20:13
941	Polina Nazarenko	Stay	2019-04-27 14:33:43
942	Polina Nazarenko	Story	2019-04-27 14:34:14
943	Ivan Dubov	Spouse	2019-04-28 17:28:17
944	Ivan Dubov	Suspend	2019-04-28 17:28:31
945	Natalia Kim Stanco	"Спасибо 
...абдул на Сырову от Soul)"	2019-04-29 02:47:06
